"number","agecat","governorate","gender","q20","q24","q37","geoid"
"1787","25-34","البقاع","Female","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1619"
"1788","Under 25","البقاع","Female","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1789","35-44","البقاع","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1619"
"1790","Under 25","البقاع","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1619"
"1791","35-44","البقاع","Male","راضٍ(ية) تماماً","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1792","55-64","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","NA","1619"
"1793","45-54","البقاع","Male","راضٍ(ية) تماماً","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع انتخاب كل شخص لنواب طائفته","1619"
"1794","35-44","البقاع","Male","غير راضٍ(ية","منتمي(ة) إلى حزب/تيار سياسي","NA","1619"
"1795","25-34","البقاع","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1619"
"1796","35-44","البقاع","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1797","45-54","البقاع","Female","راضٍ(ية) تماماً","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1798","55-64","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1619"
"1799","45-54","البقاع","Female","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1800","25-34","البقاع","Female","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1801","25-34","البقاع","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1802","45-54","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1619"
"1803","55-64","البقاع","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1804","55-64","البقاع","Male","راضٍ(ية) تماماً","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1805","25-34","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1619"
"1806","25-34","البقاع","Female","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1807","55-64","البقاع","Female","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1808","55-64","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1809","55-64","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1810","65 and above","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1811","45-54","البقاع","Male","راضٍ(ية) تماماً","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1812","45-54","البقاع","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1813","Under 25","البقاع","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1619"
"1814","25-34","البقاع","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1619"
"1815","25-34","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1816","25-34","البقاع","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1619"
"1817","55-64","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1818","55-64","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1819","55-64","البقاع","Male","راضٍ(ية) تماماً","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1820","55-64","البقاع","Male","راضٍ(ية) تماماً","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1821","55-64","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1822","45-54","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1823","Under 25","البقاع","Female","غير راضٍ(ية","منتمي(ة) إلى حزب/تيار سياسي","لا جواب","1619"
"1824","Under 25","البقاع","Female","راضٍ(ية) تماماً","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1825","55-64","البقاع","Female","إلى حدٍ ما","لا تهمّني السياسة","النسبية مع لبنان دائرة واحدة","1619"
"1826","55-64","البقاع","Male","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","NA","1619"
"1827","45-54","البقاع","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1828","Under 25","البقاع","Female","إلى حدٍ ما","لا تهمّني السياسة","NA","1619"
"1829","35-44","البقاع","Female","راضٍ(ية) تماماً","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1830","Under 25","البقاع","Female","غير راضٍ(ية","لا تهمّني السياسة","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1619"
"1831","Under 25","البقاع","Female","إلى حدٍ ما","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1619"
"1832","35-44","البقاع","Female","إلى حدٍ ما","لا تهمّني السياسة","NA","1619"
"1833","35-44","البقاع","Male","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع لبنان دائرة واحدة","1619"
"1834","35-44","البقاع","Male","إلى حدٍ ما","ناشط(ة) في المجتمع المدني واهتم بالسياسة لكن لا أميل الى أي ","النسبية مع لبنان دائرة واحدة","1619"
"1835","25-34","البقاع","Male","غير راضٍ(ية","لا تهمّني السياسة","NA","1619"
"1836","35-44","البقاع","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1837","35-44","البقاع","Female","إلى حدٍ ما","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1619"
"1838","35-44","البقاع","Female","إلى حدٍ ما","لا تهمّني السياسة","NA","1619"
"1839","55-64","البقاع","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1840","45-54","البقاع","Female","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1619"
"1841","Under 25","البقاع","Female","غير راضٍ(ية","لا تهمّني السياسة","غيره، حدد ","1619"
"1842","Under 25","البقاع","Female","غير راضٍ(ية","لا تهمّني السياسة","NA","1619"
"1843","25-34","البقاع","Female","إلى حدٍ ما","لا تهمّني السياسة","النسبية مع لبنان دائرة واحدة","1619"
"1844","35-44","البقاع","Female","إلى حدٍ ما","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1619"
"1845","25-34","البقاع","Female","إلى حدٍ ما","لا تهمّني السياسة","النسبية مع لبنان دائرة واحدة","1619"
"1846","25-34","البقاع","Male","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع لبنان دائرة واحدة","1619"
"1847","Under 25","البقاع","Female","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع انتخاب كل شخص لنواب طائفته","1619"
"1848","25-34","البقاع","Female","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1849","35-44","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1850","45-54","البقاع","Male","راضٍ(ية) تماماً","منتمي(ة) إلى حزب/تيار سياسي","NA","1619"
"1851","55-64","البقاع","Male","راضٍ(ية) تماماً","منتمي(ة) إلى حزب/تيار سياسي","NA","1619"
"1852","35-44","البقاع","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1853","35-44","البقاع","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1619"
"1854","45-54","البقاع","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1619"
"1855","Under 25","البقاع","Female","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1619"
"1856","Under 25","البقاع","Female","غير راضٍ(ية","منتمي(ة) إلى حزب/تيار سياسي","NA","1619"
"1857","Under 25","البقاع","Male","غير راضٍ(ية","NA","NA","1619"
"1858","25-34","البقاع","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1619"
"1859","25-34","البقاع","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1860","25-34","البقاع","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1861","25-34","البقاع","Female","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1862","35-44","البقاع","Female","راضٍ(ية) تماماً","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1863","55-64","البقاع","Male","راضٍ(ية) تماماً","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1864","25-34","البقاع","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1619"
"1865","25-34","البقاع","Female","راضٍ(ية) تماماً","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1619"
"1866","55-64","البقاع","Female","راضٍ(ية) تماماً","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع دوائر كبرى ","1619"
"1867","25-34","البقاع","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1868","25-34","البقاع","Female","راضٍ(ية) تماماً","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1869","55-64","البقاع","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1870","35-44","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1619"
"1871","35-44","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1872","45-54","البقاع","Male","راضٍ(ية) تماماً","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1873","25-34","البقاع","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1874","55-64","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1875","35-44","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","NA","1619"
"1876","55-64","البقاع","Male","غير راضٍ(ية","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1877","55-64","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1619"
"1878","25-34","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1879","35-44","البقاع","Female","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع دوائر كبرى ","1619"
"1880","55-64","البقاع","Female","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","NA","1619"
"1881","35-44","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع انتخاب كل شخص لنواب طائفته","1619"
"1882","55-64","البقاع","Female","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1883","25-34","البقاع","Male","راضٍ(ية) تماماً","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1884","55-64","البقاع","Female","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1885","35-44","البقاع","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1619"
"1886","35-44","البقاع","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1887","35-44","البقاع","Female","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","NA","1619"
"1888","45-54","البقاع","Female","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","NA","1619"
"1889","45-54","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1890","65 and above","البقاع","Female","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1891","35-44","البقاع","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","لا اعرف","1619"
"1892","25-34","البقاع","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1893","Under 25","البقاع","Female","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1894","55-64","البقاع","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1895","55-64","البقاع","Female","راضٍ(ية) تماماً","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1896","55-64","البقاع","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1619"
"1897","45-54","البقاع","Male","إلى حدٍ ما","لا تهمّني السياسة","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1619"
"1898","55-64","البقاع","Male","راضٍ(ية) تماماً","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1899","65 and above","البقاع","Female","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1619"
"1900","45-54","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","NA","1619"
"1901","55-64","البقاع","Male","راضٍ(ية) تماماً","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1902","45-54","البقاع","Female","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1903","45-54","البقاع","Female","راضٍ(ية) تماماً","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1904","25-34","البقاع","Male","راضٍ(ية) تماماً","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1905","25-34","البقاع","Female","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","NA","1619"
"1906","55-64","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","NA","1619"
"1907","45-54","البقاع","Male","غير راضٍ(ية","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1908","65 and above","البقاع","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1619"
"1909","35-44","البقاع","Female","راضٍ(ية) تماماً","منتمي(ة) إلى حزب/تيار سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1619"
"1910","45-54","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1911","35-44","البقاع","Female","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع انتخاب كل شخص لنواب طائفته","1619"
"1912","55-64","البقاع","Male","راضٍ(ية) تماماً","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1913","55-64","البقاع","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","NA","1619"
"1914","45-54","البقاع","Female","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1619"
"1915","45-54","البقاع","Male","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1916","65 and above","البقاع","Male","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1917","35-44","البقاع","Female","غير راضٍ(ية","لا تهمّني السياسة","NA","1619"
"1918","Under 25","البقاع","Female","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع دوائر كبرى ","1619"
"1919","35-44","البقاع","Male","إلى حدٍ ما","لا تهمّني السياسة","النسبية مع لبنان دائرة واحدة","1619"
"1920","45-54","البقاع","Female","إلى حدٍ ما","لا تهمّني السياسة","لا اعرف","1619"
"1921","35-44","البقاع","Female","غير راضٍ(ية","لا تهمّني السياسة","NA","1619"
"1922","25-34","البقاع","Female","غير راضٍ(ية","لا تهمّني السياسة","لا اعرف","1619"
"1923","45-54","البقاع","Male","راضٍ(ية) تماماً","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1619"
"1924","35-44","البقاع","Male","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","NA","1619"
"1925","25-34","البقاع","Female","إلى حدٍ ما","لا تهمّني السياسة","النسبية مع لبنان دائرة واحدة","1619"
"1926","Under 25","البقاع","Female","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1927","25-34","البقاع","Female","إلى حدٍ ما","لا تهمّني السياسة","NA","1619"
"1928","35-44","البقاع","Female","إلى حدٍ ما","لا تهمّني السياسة","NA","1619"
"1929","25-34","البقاع","Female","إلى حدٍ ما","لا تهمّني السياسة","لا اعرف","1619"
"1930","35-44","البقاع","Female","إلى حدٍ ما","لا تهمّني السياسة","النسبية مع لبنان دائرة واحدة","1619"
"1931","45-54","البقاع","Female","راضٍ(ية) تماماً","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1932","Under 25","البقاع","Female","غير راضٍ(ية","لا تهمّني السياسة","لا اعرف","1619"
"1933","35-44","البقاع","Female","إلى حدٍ ما","لا تهمّني السياسة","NA","1619"
"1934","25-34","البقاع","Female","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع دوائر كبرى ","1619"
"1935","Under 25","البقاع","Female","راضٍ(ية) تماماً","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع انتخاب كل شخص لنواب طائفته","1619"
"1936","35-44","البقاع","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع دوائر كبرى ","1619"
"1937","25-34","البقاع","Female","إلى حدٍ ما","لا تهمّني السياسة","النسبية مع دوائر كبرى ","1619"
"1938","25-34","البقاع","Female","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","NA","1619"
"1939","25-34","البقاع","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1940","25-34","البقاع","Male","إلى حدٍ ما","لا تهمّني السياسة","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1619"
"1941","25-34","البقاع","Male","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1942","35-44","البقاع","Male","غير راضٍ(ية","لا تهمّني السياسة","NA","1619"
"1943","25-34","البقاع","Male","غير راضٍ(ية","لا تهمّني السياسة","NA","1619"
"1944","NA","البقاع","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1945","25-34","البقاع","Male","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع لبنان دائرة واحدة","1619"
"1946","45-54","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1947","55-64","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1948","55-64","البقاع","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","لا اعرف","1619"
"1949","35-44","البقاع","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر صغرى","1619"
"1950","45-54","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","NA","1619"
"1951","25-34","البقاع","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1619"
"1952","25-34","البقاع","Female","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","NA","1619"
"1953","25-34","البقاع","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر كبرى ","1619"
"1954","55-64","البقاع","Female","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1955","45-54","البقاع","Male","راضٍ(ية) تماماً","منتمي(ة) إلى حزب/تيار سياسي","NA","1619"
"1956","25-34","البقاع","Male","راضٍ(ية) تماماً","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1957","35-44","البقاع","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1958","45-54","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1959","55-64","البقاع","Male","راضٍ(ية) تماماً","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1960","55-64","البقاع","Female","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1961","55-64","البقاع","Female","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1962","55-64","البقاع","Female","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1619"
"1963","65 and above","البقاع","Male","راضٍ(ية) تماماً","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1964","55-64","البقاع","Female","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1619"
"1965","35-44","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1966","55-64","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1967","Under 25","البقاع","Female","غير راضٍ(ية","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1968","25-34","البقاع","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","الأكثرية مع تصغير الدوائر","1619"
"1969","25-34","البقاع","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1970","55-64","البقاع","Male","راضٍ(ية) تماماً","منتمي(ة) إلى حزب/تيار سياسي","NA","1619"
"1971","55-64","البقاع","Female","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع دوائر كبرى ","1619"
"1972","65 and above","البقاع","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1973","Under 25","البقاع","Female","غير راضٍ(ية","لا تهمّني السياسة","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1619"
"1974","45-54","البقاع","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1975","25-34","البقاع","Male","غير راضٍ(ية","لا تهمّني السياسة","NA","1619"
"1976","45-54","البقاع","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1619"
"1977","55-64","البقاع","Female","غير راضٍ(ية","لا تهمّني السياسة","NA","1619"
"1978","35-44","البقاع","Male","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع دوائر كبرى ","1619"
"1979","35-44","البقاع","Female","إلى حدٍ ما","لا تهمّني السياسة","NA","1619"
"1980","25-34","البقاع","Female","إلى حدٍ ما","لا تهمّني السياسة","لا اعرف","1619"
"1981","25-34","البقاع","Female","إلى حدٍ ما","لا تهمّني السياسة","لا اعرف","1619"
"1982","25-34","البقاع","Female","غير راضٍ(ية","لا تهمّني السياسة","لا اعرف","1619"
"1983","25-34","البقاع","Female","إلى حدٍ ما","لا تهمّني السياسة","NA","1619"
